img_no,img_path,property_age_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
14165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014165.jpg,0.0008,0.0005,0.0023,0.0005,0.0001,0.0007
14166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014166.jpg,0.0028,0.003,0.0073,0.0004,0.0005,0.0028
14167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014167.jpg,0.0052,0.0044,0.0167,0.0028,0.0008,0.0013
14168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014168.jpg,0.002,0.0049,0.0011,0.0022,0.0002,0.0016
14169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014169.jpg,0.3838,0.6591,0.7168,0.1432,0.3593,0.0404
14170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014170.jpg,0.0093,0.0193,0.0097,0.0045,0.0081,0.0052
14171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014171.jpg,0.0042,0.0105,0.0023,0.0056,0.0006,0.0019
14172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014172.jpg,0.0041,0.0023,0.0078,0.007,0.0006,0.003
14173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014173.jpg,0.0005,0.0008,0.0007,0.0006,0.0,0.0005
14174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014174.jpg,0.0106,0.0262,0.0116,0.0077,0.0026,0.0049
14175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014175.jpg,0.0009,0.0016,0.0021,0.0005,0.0001,0.0004
14176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014176.jpg,0.2555,0.0354,0.2128,0.2001,0.6788,0.1506
14177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014177.jpg,0.0049,0.0014,0.0072,0.0142,0.0007,0.0012
14178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014178.jpg,0.0007,0.0011,0.0012,0.0002,0.0004,0.0005
14179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014179.jpg,0.0013,0.0019,0.0023,0.0011,0.0004,0.0006
14180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014180.jpg,0.0073,0.0222,0.0092,0.0021,0.0012,0.0017
14181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014181.jpg,0.0057,0.0045,0.0097,0.0032,0.0077,0.0035
14182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014182.jpg,0.0214,0.0261,0.0092,0.0426,0.0013,0.0277
14183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014183.jpg,0.0047,0.0062,0.0022,0.0028,0.0009,0.0113
14184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014184.jpg,0.0062,0.0038,0.0144,0.007,0.0004,0.0055
14185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014185.jpg,0.0055,0.011,0.0118,0.0026,0.0002,0.0021
14186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014186.jpg,0.0387,0.0364,0.0923,0.0314,0.0022,0.031
14187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014187.jpg,0.0041,0.0085,0.007,0.0031,0.0003,0.0014
14188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014188.jpg,0.0688,0.1128,0.0248,0.0294,0.1358,0.041
14189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014189.jpg,0.343,0.318,0.1733,0.3108,0.7585,0.1546
14190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014190.jpg,0.0175,0.0279,0.0212,0.0162,0.0028,0.0196
14191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014191.jpg,0.2569,0.3214,0.2772,0.3425,0.0565,0.2872
14192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014192.jpg,0.0015,0.0017,0.004,0.0011,0.0001,0.0006
14193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014193.jpg,0.4142,0.3611,0.585,0.5609,0.3747,0.1895
14194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014194.jpg,0.1816,0.2328,0.2075,0.3047,0.0793,0.0838
14195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014195.jpg,0.1438,0.2907,0.2258,0.133,0.0304,0.0389
14196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014196.jpg,0.0026,0.0031,0.0054,0.0005,0.0003,0.0037
14197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014197.jpg,0.0216,0.0352,0.0081,0.0087,0.0029,0.0531
14198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014198.jpg,0.0026,0.0053,0.0026,0.0007,0.0025,0.002
14199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014199.jpg,0.0081,0.0138,0.0104,0.0017,0.0015,0.0129
14200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014200.jpg,0.0036,0.0061,0.0025,0.0029,0.0026,0.004
14201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014201.jpg,0.0007,0.0009,0.0009,0.0007,0.0001,0.0008
14202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014202.jpg,0.0043,0.0095,0.002,0.0034,0.0023,0.0041
14203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014203.jpg,0.0227,0.0489,0.0352,0.0114,0.0142,0.0041
14204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014204.jpg,0.0503,0.1317,0.0668,0.0254,0.0037,0.0239
14205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014205.jpg,0.0007,0.0015,0.0005,0.0006,0.0002,0.0007
14206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014206.jpg,0.0009,0.0018,0.0013,0.0008,0.0004,0.0005
14207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014207.jpg,0.003,0.0064,0.0065,0.0005,0.0003,0.0011
14208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014208.jpg,0.0042,0.01,0.0017,0.0028,0.0033,0.003
14209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014209.jpg,0.0033,0.0049,0.0073,0.0016,0.0005,0.0025
14210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014210.jpg,0.0056,0.0052,0.0107,0.0064,0.0009,0.0046
14211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014211.jpg,0.0212,0.0234,0.0121,0.0122,0.0349,0.0234
14212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014212.jpg,0.0176,0.0339,0.017,0.0053,0.0072,0.0248
14213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014213.jpg,0.0008,0.0012,0.0011,0.0004,0.0002,0.0008
14214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014214.jpg,0.0507,0.0263,0.0171,0.0115,0.1909,0.0079
14215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014215.jpg,0.0236,0.0433,0.0306,0.0247,0.0047,0.0145
14216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014216.jpg,0.0199,0.0465,0.0309,0.0066,0.0129,0.0025
14217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014217.jpg,0.0031,0.0032,0.0047,0.0046,0.0004,0.0025
14218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014218.jpg,0.0039,0.0055,0.0042,0.0055,0.0033,0.001
14219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014219.jpg,0.0018,0.0049,0.0014,0.0012,0.0003,0.0011
14220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014220.jpg,0.0033,0.0079,0.0017,0.0045,0.0005,0.0018
14221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014221.jpg,0.1152,0.1284,0.1104,0.1254,0.0071,0.2045
14222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014222.jpg,0.0003,0.0003,0.0004,0.0004,0.0,0.0003
14223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014223.jpg,0.0021,0.0051,0.0014,0.0013,0.0005,0.002
14224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014224.jpg,0.0316,0.0405,0.0578,0.013,0.0065,0.0403
14225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014225.jpg,0.018,0.0134,0.0149,0.0238,0.0076,0.0302
14226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014226.jpg,0.0066,0.0089,0.0011,0.0005,0.0218,0.0008
14227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014227.jpg,0.0437,0.0764,0.0213,0.0851,0.0146,0.0211
14228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014228.jpg,0.0011,0.0012,0.0013,0.0012,0.0007,0.0013
14229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014229.jpg,0.0037,0.0043,0.0028,0.0053,0.0008,0.0053
14230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014230.jpg,0.0121,0.0243,0.0242,0.0077,0.0011,0.0031
14231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014231.jpg,0.0411,0.0073,0.0236,0.0493,0.1207,0.0046
14232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014232.jpg,0.0024,0.0034,0.0065,0.0008,0.0002,0.0008
14233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014233.jpg,0.0016,0.0015,0.0015,0.0036,0.0005,0.0008
14234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014234.jpg,0.0816,0.0365,0.007,0.0008,0.3615,0.0022
14235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014235.jpg,0.0073,0.0075,0.0155,0.0066,0.0044,0.0026
14236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014236.jpg,0.5351,0.8881,0.4956,0.4619,0.1672,0.6625
14237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014237.jpg,0.0238,0.0176,0.0206,0.0116,0.0466,0.0227
14238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014238.jpg,0.0051,0.0083,0.0061,0.004,0.0004,0.0065
14239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014239.jpg,0.2258,0.664,0.2081,0.1312,0.025,0.101
14240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014240.jpg,0.0014,0.0026,0.0013,0.0021,0.0001,0.0009
14241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014241.jpg,0.5128,0.3695,0.1687,0.3464,0.9632,0.7162
14242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014242.jpg,0.0003,0.0002,0.0004,0.0004,0.0,0.0007
14243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014243.jpg,0.0016,0.0013,0.0054,0.0003,0.0001,0.0008
14244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014244.jpg,0.0027,0.0024,0.0009,0.0079,0.0005,0.0017
14245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014245.jpg,0.0982,0.2516,0.0671,0.0331,0.0753,0.0641
14246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014246.jpg,0.7673,0.9266,0.576,0.9132,0.7581,0.6624
14247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014247.jpg,0.0005,0.0009,0.0008,0.0005,0.0,0.0003
14248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014248.jpg,0.0184,0.0576,0.0153,0.0055,0.0109,0.0025
14249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014249.jpg,0.3055,0.3165,0.4422,0.3056,0.4394,0.0238
14250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014250.jpg,0.0073,0.02,0.003,0.0063,0.0025,0.0044
14251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014251.jpg,0.0007,0.0011,0.0007,0.0008,0.0,0.0007
14252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014252.jpg,0.0041,0.0126,0.0029,0.0021,0.0016,0.0015
14253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014253.jpg,0.002,0.0054,0.001,0.0007,0.0013,0.0018
14254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014254.jpg,0.0069,0.0112,0.011,0.0059,0.0037,0.0028
14255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014255.jpg,0.0014,0.0034,0.0018,0.0009,0.0005,0.0006
14256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014256.jpg,0.015,0.033,0.0222,0.0135,0.0026,0.0035
14257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014257.jpg,0.0011,0.0023,0.0015,0.0006,0.0003,0.0009
14258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014258.jpg,0.0028,0.0039,0.0045,0.0022,0.0002,0.0033
14259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014259.jpg,0.2584,0.5028,0.0825,0.0894,0.4673,0.1498
14260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014260.jpg,0.6723,0.8548,0.8329,0.5584,0.9599,0.1558
14261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014261.jpg,0.0193,0.0434,0.0071,0.0073,0.0269,0.0118
14262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014262.jpg,0.0079,0.0159,0.0156,0.0019,0.0006,0.0057
14263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014263.jpg,0.0027,0.0025,0.0036,0.0027,0.0007,0.0038
14264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014264.jpg,0.011,0.0207,0.0108,0.0071,0.0136,0.0028
14265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014265.jpg,0.0161,0.0279,0.0325,0.0145,0.002,0.0037
14266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014266.jpg,0.0092,0.0175,0.0071,0.0062,0.0075,0.0078
14267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014267.jpg,0.0235,0.0526,0.0193,0.0435,0.0008,0.0015
14268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014268.jpg,0.0014,0.0026,0.0024,0.0008,0.0004,0.0006
14269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014269.jpg,0.0768,0.1495,0.0242,0.0361,0.1374,0.0365
14270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014270.jpg,0.0333,0.0557,0.0341,0.0096,0.0578,0.009
14271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014271.jpg,0.7261,0.5782,0.7564,0.7114,0.8422,0.7424
14272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014272.jpg,0.0756,0.1034,0.0454,0.2064,0.0074,0.0152
14273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014273.jpg,0.0035,0.0091,0.0025,0.0029,0.0002,0.003
14274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014274.jpg,0.1805,0.0785,0.3674,0.1449,0.1596,0.1524
14275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014275.jpg,0.0332,0.0286,0.0143,0.011,0.1062,0.006
14276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014276.jpg,0.0003,0.0002,0.0003,0.0001,0.0002,0.0003
14277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014277.jpg,0.0011,0.0015,0.0013,0.0015,0.0001,0.001
14278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014278.jpg,0.0004,0.0007,0.0004,0.0005,0.0001,0.0005
14279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014279.jpg,0.0006,0.0007,0.0015,0.0006,0.0,0.0004
14280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014280.jpg,0.1166,0.0695,0.1942,0.2475,0.0189,0.0531
14281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014281.jpg,0.0087,0.0097,0.0223,0.0094,0.0001,0.0021
14282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014282.jpg,0.0029,0.0044,0.0042,0.0013,0.0019,0.0028
14283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014283.jpg,0.0315,0.0513,0.0081,0.0344,0.0401,0.0237
14284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014284.jpg,0.0072,0.0065,0.0041,0.0048,0.0166,0.0038
14285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014285.jpg,0.0226,0.0569,0.0252,0.014,0.0101,0.0071
14286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014286.jpg,0.0003,0.0004,0.0004,0.0005,0.0,0.0005
14287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014287.jpg,0.0048,0.0085,0.0039,0.002,0.0052,0.0041
14288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014288.jpg,0.0028,0.0031,0.0032,0.0009,0.0019,0.0046
14289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014289.jpg,0.0113,0.0307,0.004,0.0107,0.0076,0.0036
14290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014290.jpg,0.0057,0.0046,0.013,0.0083,0.0003,0.0022
14291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014291.jpg,0.013,0.0182,0.0246,0.0029,0.0005,0.0187
14292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014292.jpg,0.0122,0.0305,0.02,0.0024,0.0013,0.007
14293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014293.jpg,0.1915,0.1927,0.2754,0.2736,0.1922,0.0235
14294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014294.jpg,0.712,0.6997,0.7503,0.8991,0.9979,0.2131
14295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014295.jpg,0.004,0.0059,0.0102,0.0007,0.0013,0.0017
14296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014296.jpg,0.0016,0.0069,0.0005,0.0003,0.0001,0.0002
14297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014297.jpg,0.117,0.0965,0.0264,0.0214,0.387,0.0536
14298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014298.jpg,0.5486,0.8366,0.3004,0.4727,0.8601,0.2731
14299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014299.jpg,0.0012,0.0017,0.0009,0.0013,0.0002,0.0021
14300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014300.jpg,0.0038,0.0079,0.0018,0.0011,0.0049,0.0032
14301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014301.jpg,0.0009,0.002,0.0017,0.0003,0.0003,0.0002
14302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014302.jpg,0.0023,0.0059,0.002,0.0013,0.0009,0.0013
14303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014303.jpg,0.0023,0.0046,0.0027,0.0013,0.0015,0.0013
14304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014304.jpg,0.028,0.022,0.0639,0.0144,0.0329,0.0071
14305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014305.jpg,0.0019,0.0037,0.0026,0.0019,0.0006,0.0008
14306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014306.jpg,0.0091,0.0199,0.0076,0.006,0.0067,0.0053
14307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014307.jpg,0.1047,0.2167,0.0571,0.0584,0.1717,0.0198
14308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014308.jpg,0.0004,0.0007,0.001,0.0003,0.0001,0.0001
14309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014309.jpg,0.002,0.0026,0.0027,0.0015,0.0009,0.0022
14310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014310.jpg,0.0027,0.0053,0.0033,0.001,0.0027,0.0014
14311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014311.jpg,0.0067,0.01,0.0155,0.0044,0.0001,0.0033
14312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014312.jpg,0.0499,0.0628,0.0779,0.0704,0.001,0.0371
14313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014313.jpg,0.0008,0.0012,0.0015,0.0006,0.0001,0.0005
