img_no,img_path,property_glass_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
13073,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013073.jpg,0.0043,0.0029,0.008,0.0012,0.0004,0.0087
13074,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013074.jpg,0.0071,0.0148,0.011,0.0005,0.0025,0.0068
13075,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013075.jpg,0.0005,0.0004,0.0008,0.0,0.0001,0.001
13076,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013076.jpg,0.0254,0.0041,0.0987,0.0092,0.0054,0.0093
13077,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013077.jpg,0.0008,0.0003,0.002,0.0,0.0001,0.0015
13078,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013078.jpg,0.0027,0.0024,0.0015,0.0005,0.0005,0.0087
13079,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013079.jpg,0.0016,0.0018,0.0029,0.0,0.0004,0.0031
13080,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013080.jpg,0.0039,0.0004,0.0134,0.0004,0.0016,0.0039
13081,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013081.jpg,0.003,0.0034,0.0055,0.0011,0.0011,0.0039
13082,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013082.jpg,0.0008,0.0006,0.0024,0.0,0.0003,0.0008
13083,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013083.jpg,0.0003,0.0001,0.0006,0.0,0.0001,0.0004
13084,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013084.jpg,0.0049,0.0141,0.0067,0.0001,0.0022,0.0011
13085,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013085.jpg,0.0103,0.01,0.0027,0.0007,0.0005,0.0376
13086,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013086.jpg,0.0047,0.0005,0.014,0.0001,0.0021,0.0068
13087,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013087.jpg,0.0051,0.0018,0.0198,0.0004,0.0008,0.0026
13088,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013088.jpg,0.0001,0.0,0.0003,0.0,0.0003,0.0001
13089,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013089.jpg,0.0003,0.0,0.0011,0.0,0.0001,0.0001
13090,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013090.jpg,0.0045,0.003,0.0168,0.0001,0.0008,0.0018
13091,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013091.jpg,0.0015,0.0034,0.0023,0.0001,0.0001,0.0014
13092,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013092.jpg,0.0011,0.0002,0.0011,0.0,0.0001,0.0041
13093,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013093.jpg,0.001,0.0019,0.0017,0.0001,0.0003,0.0012
13094,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013094.jpg,0.0016,0.0019,0.0043,0.0003,0.0003,0.0011
13095,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013095.jpg,0.008,0.0059,0.0232,0.0038,0.0026,0.0042
13096,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013096.jpg,0.0042,0.007,0.0059,0.0004,0.0015,0.0062
13097,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013097.jpg,0.9929,0.9909,0.9983,0.9994,0.9901,0.986
13098,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013098.jpg,0.0017,0.0007,0.003,0.0001,0.0003,0.0043
13099,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013099.jpg,0.0004,0.0002,0.0014,0.0001,0.0001,0.0004
13100,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013100.jpg,0.0009,0.0009,0.0029,0.0,0.0001,0.0006
13101,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013101.jpg,0.0009,0.0006,0.0027,0.0,0.0002,0.001
13102,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013102.jpg,0.0009,0.0007,0.0018,0.0,0.0001,0.002
13103,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013103.jpg,0.004,0.0029,0.0098,0.0002,0.0004,0.007
13104,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013104.jpg,0.0033,0.0004,0.0135,0.0005,0.0011,0.0012
13105,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013105.jpg,0.0903,0.3323,0.0288,0.0185,0.0438,0.028
13106,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013106.jpg,0.0005,0.0002,0.0016,0.0,0.0002,0.0004
13107,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013107.jpg,0.9803,0.9778,0.9936,0.9952,0.998,0.937
13108,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013108.jpg,0.0017,0.0042,0.0029,0.0003,0.0001,0.0012
13109,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013109.jpg,0.0052,0.0115,0.0103,0.0001,0.0003,0.004
13110,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013110.jpg,0.001,0.0007,0.0031,0.0001,0.0002,0.0009
13111,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013111.jpg,0.0009,0.0006,0.0019,0.0001,0.0004,0.0012
13112,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013112.jpg,0.0016,0.0002,0.0063,0.0,0.0001,0.0013
13113,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013113.jpg,0.0013,0.0032,0.0021,0.0,0.0001,0.0011
13114,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013114.jpg,0.0212,0.0004,0.0754,0.0185,0.0072,0.0044
13115,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013115.jpg,0.011,0.0196,0.0179,0.0,0.0113,0.0063
13116,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013116.jpg,0.003,0.0015,0.0032,0.0,0.0001,0.01
13117,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013117.jpg,0.001,0.0005,0.003,0.0001,0.0003,0.0009
13118,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013118.jpg,0.0007,0.0,0.0011,0.0,0.002,0.0001
13119,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013119.jpg,0.0028,0.0012,0.007,0.0003,0.001,0.0044
13120,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013120.jpg,0.0008,0.0004,0.0022,0.0,0.0003,0.001
13121,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013121.jpg,0.001,0.0008,0.0036,0.0,0.0002,0.0004
13122,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013122.jpg,0.0013,0.0006,0.0036,0.0002,0.0009,0.001
13123,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013123.jpg,0.0627,0.0569,0.1368,0.0112,0.0677,0.0409
13124,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013124.jpg,0.0009,0.0,0.0017,0.0,0.0003,0.0025
13125,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013125.jpg,0.0006,0.0005,0.0016,0.0,0.0005,0.0006
13126,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013126.jpg,0.0003,0.0001,0.0004,0.0,0.0001,0.0007
13127,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013127.jpg,0.0013,0.0003,0.0033,0.0,0.0002,0.0026
13128,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013128.jpg,0.0007,0.0003,0.0024,0.0001,0.0003,0.0002
13129,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013129.jpg,0.007,0.0001,0.0166,0.0002,0.0038,0.0142
13130,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013130.jpg,0.0009,0.0002,0.0022,0.0001,0.0002,0.002
13131,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013131.jpg,0.0001,0.0001,0.0002,0.0,0.0,0.0002
13132,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013132.jpg,0.0203,0.0003,0.0824,0.0078,0.0039,0.0074
13133,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013133.jpg,0.0011,0.0003,0.0041,0.0001,0.0003,0.0008
13134,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013134.jpg,0.0005,0.0001,0.0014,0.0,0.0002,0.0005
13135,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013135.jpg,0.0785,0.0035,0.0675,0.005,0.0255,0.2911
13136,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013136.jpg,0.0014,0.0002,0.0054,0.0005,0.0007,0.0003
13137,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013137.jpg,0.0087,0.0063,0.0247,0.0025,0.0029,0.007
13138,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013138.jpg,0.002,0.0017,0.0048,0.0001,0.0005,0.0025
13139,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013139.jpg,0.0038,0.0006,0.0041,0.0002,0.0003,0.0137
13140,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013140.jpg,0.0009,0.0002,0.002,0.0001,0.0003,0.0021
13141,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013141.jpg,0.0016,0.0016,0.0029,0.0001,0.0002,0.0033
13142,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013142.jpg,0.0022,0.0008,0.0087,0.0,0.0006,0.0007
13143,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013143.jpg,0.0002,0.0003,0.0003,0.0,0.0002,0.0001
13144,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013144.jpg,0.0026,0.0025,0.0091,0.0001,0.0003,0.001
13145,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013145.jpg,0.0005,0.0004,0.0015,0.0001,0.0004,0.0004
13146,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013146.jpg,0.0003,0.0004,0.0004,0.0,0.0001,0.0005
13147,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013147.jpg,0.0055,0.002,0.0227,0.0,0.0015,0.0014
13148,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013148.jpg,0.0339,0.1,0.0052,0.0001,0.0022,0.0621
13149,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013149.jpg,0.0006,0.0002,0.0022,0.0001,0.0002,0.0003
13150,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013150.jpg,0.0007,0.001,0.0018,0.0,0.0001,0.0004
13151,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013151.jpg,0.0007,0.0008,0.0019,0.0,0.0001,0.0008
13152,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013152.jpg,0.0004,0.0008,0.001,0.0,0.0001,0.0003
13153,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013153.jpg,0.0012,0.0012,0.0022,0.0001,0.0002,0.0024
13154,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013154.jpg,0.0395,0.0187,0.0858,0.0029,0.056,0.0339
13155,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013155.jpg,0.0019,0.0009,0.0059,0.0,0.0006,0.0022
13156,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013156.jpg,0.0034,0.0007,0.0142,0.0004,0.0011,0.0007
13157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013157.jpg,0.0007,0.0005,0.0009,0.0,0.0002,0.002
13158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013158.jpg,0.011,0.0085,0.0252,0.0097,0.0021,0.0095
13159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013159.jpg,0.0049,0.0013,0.0177,0.0002,0.0027,0.0024
13160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013160.jpg,0.0012,0.0002,0.0045,0.0001,0.0008,0.0005
13161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013161.jpg,0.0002,0.0,0.0003,0.0,0.0002,0.0003
13162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013162.jpg,0.9652,0.9821,0.9871,0.9959,0.9981,0.8629
13163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013163.jpg,0.0011,0.0009,0.0033,0.0002,0.0002,0.0011
13164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013164.jpg,0.0004,0.0001,0.0007,0.0,0.0001,0.0009
13165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013165.jpg,0.0061,0.0019,0.0243,0.0001,0.0004,0.0039
13166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013166.jpg,0.0038,0.0004,0.016,0.0011,0.0007,0.0007
13167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013167.jpg,0.0037,0.0022,0.0121,0.0005,0.0008,0.0032
13168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013168.jpg,0.0294,0.0002,0.082,0.0003,0.0027,0.0617
13169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013169.jpg,0.0053,0.0005,0.0137,0.0003,0.002,0.01
13170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013170.jpg,0.0004,0.0002,0.0008,0.0,0.0002,0.0007
13171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013171.jpg,0.0004,0.0004,0.001,0.0,0.0002,0.0003
13172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013172.jpg,0.0019,0.0002,0.0084,0.0,0.0005,0.0003
13173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013173.jpg,0.0009,0.0013,0.0012,0.0,0.0003,0.0019
13174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013174.jpg,0.0029,0.0011,0.0095,0.0003,0.0007,0.0027
13175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013175.jpg,0.1262,0.0466,0.2001,0.2731,0.0532,0.058
13176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013176.jpg,0.0017,0.0017,0.0048,0.0001,0.0011,0.001
13177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013177.jpg,0.0006,0.0001,0.0021,0.0,0.0002,0.0006
13178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013178.jpg,0.8645,0.7317,0.9798,0.9684,0.7421,0.9004
13179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013179.jpg,0.0012,0.001,0.0025,0.0001,0.0003,0.002
13180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013180.jpg,0.0033,0.0008,0.0122,0.0004,0.0007,0.0022
13181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013181.jpg,0.0004,0.0007,0.0007,0.0,0.0001,0.0003
13182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013182.jpg,0.0011,0.0002,0.0039,0.0,0.0006,0.0007
13183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013183.jpg,0.0029,0.0038,0.0047,0.0004,0.0007,0.0047
13184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013184.jpg,0.0079,0.0168,0.0127,0.0008,0.0005,0.0088
13185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013185.jpg,0.0047,0.0024,0.0138,0.0001,0.0011,0.0063
13186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013186.jpg,0.0068,0.0003,0.0215,0.0,0.009,0.003
13187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013187.jpg,0.0006,0.0,0.0013,0.0,0.0007,0.0008
13188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013188.jpg,0.0029,0.0016,0.0079,0.0007,0.0002,0.0041
13189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013189.jpg,0.0058,0.0002,0.0136,0.0001,0.0058,0.0092
13190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013190.jpg,0.0032,0.0068,0.0068,0.0005,0.0005,0.0013
13191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013191.jpg,0.9827,0.9967,0.9872,0.9962,0.9977,0.9358
13192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013192.jpg,0.0004,0.0,0.0008,0.0,0.0003,0.0009
13193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013193.jpg,0.0005,0.0003,0.0017,0.0001,0.0002,0.0003
13194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013194.jpg,0.0049,0.0001,0.0192,0.0,0.0006,0.0047
13195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013195.jpg,0.0025,0.0011,0.0071,0.0001,0.0004,0.0038
13196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013196.jpg,0.0036,0.0027,0.0077,0.0012,0.0051,0.0011
13197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013197.jpg,0.0006,0.0004,0.0007,0.0001,0.0002,0.0017
13198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013198.jpg,0.0013,0.0008,0.0027,0.0001,0.0005,0.0023
13199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013199.jpg,0.0025,0.0006,0.0079,0.0002,0.0029,0.0007
13200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013200.jpg,0.9755,0.9819,0.9656,0.9878,0.9848,0.9577
13201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013201.jpg,0.014,0.0011,0.061,0.0013,0.0033,0.0034
13202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013202.jpg,0.0045,0.0057,0.0104,0.0005,0.0004,0.0057
13203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013203.jpg,0.0439,0.0055,0.1086,0.0016,0.0399,0.0637
13204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013204.jpg,0.0021,0.0027,0.0051,0.0,0.0021,0.0008
13205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013205.jpg,0.0014,0.0007,0.0023,0.0001,0.0006,0.0033
13206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013206.jpg,0.0006,0.0004,0.0018,0.0,0.0003,0.0006
13207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013207.jpg,0.0007,0.0018,0.0007,0.0,0.0001,0.0006
13208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013208.jpg,0.7873,0.6434,0.6881,0.8148,0.96,0.8304
13209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013209.jpg,0.0037,0.0074,0.0007,0.0001,0.0007,0.0095
13210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013210.jpg,0.0009,0.0005,0.002,0.0002,0.0002,0.0015
13211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013211.jpg,0.0118,0.0002,0.0287,0.0007,0.0011,0.028
13212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013212.jpg,0.0091,0.0103,0.0247,0.0016,0.0007,0.0083
13213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013213.jpg,0.0033,0.0009,0.0079,0.0007,0.0032,0.0036
13214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013214.jpg,0.0012,0.003,0.0013,0.0001,0.0001,0.0013
13215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013215.jpg,0.0005,0.0008,0.0009,0.0,0.0001,0.0008
13216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013216.jpg,0.0013,0.0006,0.0027,0.0002,0.0008,0.0021
13217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013217.jpg,0.0002,0.0001,0.0005,0.0,0.0001,0.0001
13218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013218.jpg,0.0067,0.0016,0.0257,0.0001,0.0034,0.0028
13219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013219.jpg,0.0075,0.012,0.011,0.0017,0.0007,0.0122
13220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013220.jpg,0.0024,0.001,0.0061,0.0011,0.0007,0.0029
13221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013221.jpg,0.0004,0.0001,0.0013,0.0001,0.0003,0.0005
13222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013222.jpg,0.0011,0.0005,0.0035,0.0001,0.0002,0.001
13223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013223.jpg,0.0007,0.0012,0.0014,0.0,0.0001,0.0009
