img_no,img_path,eyes_v2,eyes_v2_cnn,eyes_diff,hair_color_v2,hair_color_v2_cnn,hair_color_diff,hair_length_v2,hair_length_v2_cnn,hair_length_diff,mouth_v2,mouth_v2_cnn,mouth_diff,pose_v2,pose_v2_cnn,pose_diff,background_mean_v2,background_mean_v2_cnn,background_mean_diff,background_std_v2,background_std_v2_cnn,background_std_diff
9482,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009482.jpg,0.6533,0.0655,0.5878,1.4567,1.3702,0.0865,-0.2596,-0.0402,0.2194,-0.974,-0.9818,0.0078,-0.1257,-0.2471,0.1214,1.369,1.1063,0.2627,-0.7888,-0.1753,0.6135
9484,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009484.jpg,-0.0424,0.1707,0.2131,-0.3596,-0.3438,0.0158,0.3574,-0.0393,0.3967,-1.0138,-0.9631,0.0507,-0.4229,-0.4102,0.0127,-0.1202,0.0945,0.2147,2.7603,1.8821,0.8782
9485,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009485.jpg,-0.047,-0.1761,0.1291,2.0024,1.9691,0.0333,0.4696,0.2793,0.1903,1.5121,1.6075,0.0954,-0.9028,-0.9514,0.0486,-0.5947,-0.2799,0.3148,1.3665,1.0786,0.2879
9488,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009488.jpg,-0.0424,-0.2596,0.2172,-0.5389,-0.607,0.0681,0.6565,0.3797,0.2768,1.2885,1.4629,0.1744,1.7998,1.6712,0.1286,-0.4285,-0.6451,0.2166,-0.7232,-0.8454,0.1222
9490,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009490.jpg,-2.909,-3.3766,0.4676,-0.7232,-0.7624,0.0392,0.8248,0.7637,0.0611,1.778,1.8462,0.0682,-0.0789,-0.1004,0.0215,-0.397,-0.0069,0.3901,2.2497,2.218,0.0317
9493,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009493.jpg,0.6744,-0.071,0.7454,-0.0983,-0.0279,0.0704,0.7126,0.532,0.1806,-0.1381,0.1159,0.254,-0.05,-0.1005,0.0505,0.8066,0.9881,0.1815,0.3175,-0.2301,0.5476
9494,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009494.jpg,-1.4979,-1.2138,0.2841,-0.4118,-0.5603,0.1485,0.3013,0.3925,0.0912,-0.0594,-0.0045,0.0549,-0.3365,-0.3211,0.0154,0.4675,0.5626,0.0951,0.1366,0.1668,0.0302
9495,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009495.jpg,-1.4708,-1.4315,0.0393,-1.3074,-1.3953,0.0879,-0.484,-0.5665,0.0825,1.6501,1.2012,0.4489,0.2361,0.2526,0.0165,1.6033,1.3817,0.2216,-0.874,-0.8897,0.0157
9496,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009496.jpg,0.6273,0.432,0.1953,-0.3037,-0.3023,0.0014,-0.0352,0.1861,0.2213,-1.0138,-0.8898,0.124,-0.0556,0.0021,0.0577,0.7054,0.7072,0.0018,3.7525,4.2528,0.5003
9500,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009500.jpg,-0.0401,-0.1354,0.0953,-0.4598,-0.6117,0.1519,-0.4092,-0.4088,0.0004,1.6947,1.4992,0.1955,-0.5462,-0.5686,0.0224,0.9831,0.8264,0.1567,-0.5974,-0.0853,0.5121
9501,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009501.jpg,0.6159,0.8678,0.2519,0.0636,0.0583,0.0053,-0.6335,-0.501,0.1325,0.2708,0.4644,0.1936,-0.2945,-0.3099,0.0154,-0.9467,-1.3974,0.4507,1.0082,0.9636,0.0446
9504,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009504.jpg,-0.2041,-0.3639,0.1598,-0.422,-0.4889,0.0669,-0.4279,-0.8154,0.3875,-0.2704,-0.1941,0.0763,1.8551,1.9458,0.0907,-0.0165,-0.0263,0.0098,-0.0618,-0.2352,0.1734
9506,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009506.jpg,-0.1009,0.0672,0.1681,1.6458,1.6905,0.0447,1.0679,1.0449,0.023,0.9136,0.8667,0.0469,-0.1244,-0.0417,0.0827,-1.0126,-1.1523,0.1397,0.3409,0.3772,0.0363
9507,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009507.jpg,-1.4791,-1.2414,0.2377,-1.1194,-1.1508,0.0314,0.7687,0.6663,0.1024,0.6742,0.6566,0.0176,0.1295,0.1053,0.0242,-0.8024,-0.9459,0.1435,-0.5508,-0.6978,0.147
9509,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009509.jpg,-0.7514,-0.6441,0.1073,-0.3953,-0.3681,0.0272,0.5537,0.3067,0.247,0.5032,0.5942,0.091,-0.4545,-0.6009,0.1464,1.5074,1.7174,0.21,-0.002,-0.0,0.002
9513,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009513.jpg,-1.4839,-1.3033,0.1806,-0.7617,-0.6445,0.1172,0.7126,0.8443,0.1317,-0.5208,-0.3103,0.2105,0.061,0.0499,0.0111,1.3474,1.334,0.0134,-0.2053,-0.7514,0.5461
9514,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009514.jpg,-0.0412,-0.1531,0.1119,-0.9469,-0.9083,0.0386,0.3574,0.4542,0.0968,1.0497,1.1314,0.0817,-0.0595,-0.0394,0.0201,1.2645,1.3006,0.0361,-0.2436,-0.3327,0.0891
9518,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009518.jpg,-0.2638,-0.3672,0.1034,-0.894,-1.0437,0.1497,1.2735,1.3479,0.0744,0.2576,0.1507,0.1069,-0.4318,-0.1832,0.2486,1.4386,1.6197,0.1811,-0.389,-0.5755,0.1865
9519,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009519.jpg,-0.055,0.2567,0.3117,1.8514,1.7932,0.0582,0.2265,0.1889,0.0376,-1.0138,-0.7936,0.2202,-0.5893,-0.5048,0.0845,1.0176,0.978,0.0396,-0.7661,-0.8194,0.0533
9520,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009520.jpg,-0.7502,-0.517,0.2332,-0.4789,-0.7166,0.2377,0.4789,0.3039,0.175,1.2267,1.0847,0.142,-0.3783,-0.4197,0.0414,-1.6267,-1.665,0.0383,-0.8919,-0.6774,0.2145
9521,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009521.jpg,0.6273,0.7713,0.144,0.1469,0.2137,0.0668,0.9277,0.6906,0.2371,0.8383,0.8653,0.027,-0.3904,-0.3918,0.0014,-1.3177,-1.3755,0.0578,-0.9,-0.5296,0.3704
9522,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009522.jpg,-0.0572,-0.1334,0.0762,2.8534,2.7202,0.1332,0.8061,0.4872,0.3189,1.3177,1.6093,0.2916,-0.5249,-0.4866,0.0383,0.4867,0.4576,0.0291,-0.1081,0.0488,0.1569
9523,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009523.jpg,-0.987,-1.3952,0.4082,-1.4227,-1.4139,0.0088,0.3667,0.1164,0.2503,-1.0138,-1.0256,0.0118,3.1779,3.0185,0.1594,-1.697,-1.5202,0.1768,-0.7923,-0.6562,0.1361
9527,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009527.jpg,0.6459,0.3853,0.2606,0.2939,0.1961,0.0978,-0.3718,-0.4599,0.0881,-1.0138,-0.9462,0.0676,-0.2456,-0.2248,0.0208,1.2705,1.3856,0.1151,-0.2096,-0.2071,0.0025
9528,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009528.jpg,-0.7608,-0.7574,0.0034,-0.9251,-0.9115,0.0136,0.6846,0.6418,0.0428,-1.0138,-1.1337,0.1199,-0.5397,-0.5629,0.0232,-1.6013,-1.4481,0.1532,0.1948,0.1896,0.0052
9533,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009533.jpg,-0.7632,-0.6937,0.0695,-0.5069,-0.4318,0.0751,0.7313,0.5126,0.2187,1.0738,0.9995,0.0743,2.3583,2.5824,0.2241,0.3718,0.5159,0.1441,-0.0117,-0.1735,0.1618
9536,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009536.jpg,-1.4812,-1.5856,0.1044,1.4232,1.415,0.0082,0.6005,0.512,0.0885,1.2594,1.219,0.0404,-0.9438,-0.8974,0.0464,0.9823,0.7357,0.2466,0.8428,0.8252,0.0176
9538,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009538.jpg,-0.0315,-0.1373,0.1058,-0.5961,-0.6711,0.075,0.535,0.5042,0.0308,-1.0138,-0.9684,0.0454,-0.2432,-0.2689,0.0257,-0.1958,-0.2359,0.0401,-0.8437,-0.877,0.0333
9539,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009539.jpg,0.6774,0.4689,0.2085,2.0885,2.2857,0.1972,-0.7083,-0.7146,0.0063,0.1111,-0.0385,0.1496,-0.518,-0.485,0.033,0.6522,0.6435,0.0087,-0.3053,-0.4333,0.128
9545,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009545.jpg,-0.7632,-0.8545,0.0913,-0.7234,-0.7526,0.0292,0.4883,0.6247,0.1364,1.5245,1.7224,0.1979,-0.6841,-0.6809,0.0032,0.845,0.8307,0.0143,-0.6447,-0.6419,0.0028
9547,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009547.jpg,-0.7504,-0.66,0.0904,2.0871,2.1518,0.0647,-0.0259,-0.0593,0.0334,1.1085,1.1101,0.0016,0.2825,0.2078,0.0747,1.3194,1.2884,0.031,-0.8873,-0.5253,0.362
9550,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009550.jpg,-0.7514,-1.2937,0.5423,1.1217,1.0355,0.0862,-1.6432,-1.6582,0.015,1.4577,1.4204,0.0373,-0.3894,-0.34,0.0494,-0.1115,0.1328,0.2443,1.9967,1.715,0.2817
9551,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009551.jpg,1.4098,1.5902,0.1804,1.8516,1.758,0.0936,-0.5588,-0.6087,0.0499,-0.9677,-1.188,0.2203,-0.4517,-0.3854,0.0663,-1.2184,-0.9382,0.2802,0.3077,0.1807,0.127
9553,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009553.jpg,0.6744,0.8218,0.1474,0.948,0.961,0.013,-0.7457,-0.5997,0.146,-1.0138,-0.9899,0.0239,-0.2085,-0.1872,0.0213,-0.0459,-0.0677,0.0218,-0.457,-0.5644,0.1074
9554,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009554.jpg,-0.7504,-0.768,0.0176,-0.5903,-0.6264,0.0361,-0.5401,-0.6545,0.1144,0.0552,0.0394,0.0158,0.2499,0.2275,0.0224,0.6026,0.5981,0.0045,-0.9056,-0.5864,0.3192
9556,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009556.jpg,2.0152,1.9153,0.0999,1.0885,0.7854,0.3031,-0.1755,-0.344,0.1685,-0.1322,-0.3172,0.185,0.0434,0.0318,0.0116,1.1217,1.0461,0.0756,-0.5893,-0.2456,0.3437
9558,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009558.jpg,-0.7904,-0.9781,0.1877,0.2983,0.288,0.0103,0.3574,0.2437,0.1137,-1.0138,-0.8631,0.1507,-0.3681,-0.3867,0.0186,-0.6806,-0.7043,0.0237,0.6283,0.9259,0.2976
9559,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009559.jpg,0.6907,1.0071,0.3164,-1.6008,-1.5935,0.0073,0.6378,0.5169,0.1209,-0.9742,-0.8292,0.145,-0.5193,-0.5148,0.0045,-1.7745,-1.7359,0.0386,-0.9461,-0.4987,0.4474
9560,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009560.jpg,-0.8013,-0.8948,0.0935,-0.7076,-0.7484,0.0408,0.3293,0.9124,0.5831,0.8419,0.3975,0.4444,0.463,0.435,0.028,-0.6455,-0.4316,0.2139,0.8378,1.4557,0.6179
9563,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009563.jpg,-0.8993,-1.0041,0.1048,1.942,2.1762,0.2342,1.1988,1.3581,0.1593,1.3878,1.4535,0.0657,1.7533,1.8085,0.0552,-0.3211,-0.3422,0.0211,-0.6871,-0.765,0.0779
9565,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009565.jpg,0.676,0.7155,0.0395,-0.8608,-0.9697,0.1089,0.2546,0.1347,0.1199,-1.0138,-0.8361,0.1777,-0.4677,-0.5122,0.0445,-1.2386,-1.242,0.0034,-0.3124,0.2458,0.5582
9566,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009566.jpg,1.3723,1.5734,0.2011,-0.6092,-0.5754,0.0338,-0.1568,-0.0623,0.0945,1.1634,1.303,0.1396,-0.3013,-0.3587,0.0574,0.8179,1.2988,0.4809,-0.8062,-0.7553,0.0509
9567,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009567.jpg,1.2787,0.9607,0.318,-0.9727,-1.0427,0.07,-0.9888,-1.0516,0.0628,0.2138,0.1406,0.0732,0.0364,0.0528,0.0164,0.2603,0.2402,0.0201,-0.0342,0.173,0.2072
9568,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009568.jpg,-0.0453,-0.1753,0.13,1.1169,1.0237,0.0932,0.5911,0.6279,0.0368,-0.9683,-1.0506,0.0823,0.2987,0.2632,0.0355,1.1693,0.9707,0.1986,-0.7302,-0.7198,0.0104
9570,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009570.jpg,-0.03,0.1154,0.1454,-0.2479,-0.2018,0.0461,0.3013,0.4463,0.145,0.2485,0.163,0.0855,-0.4774,-0.5558,0.0784,-0.8545,-0.7022,0.1523,-0.0193,0.2687,0.288
9571,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009571.jpg,0.598,0.1595,0.4385,-0.8786,-0.8965,0.0179,0.8061,0.8139,0.0078,-1.0138,-0.8844,0.1294,1.0469,1.0299,0.017,-0.1458,-0.192,0.0462,-0.7318,-0.9499,0.2181
9575,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009575.jpg,-0.1897,-0.1426,0.0471,-1.4584,-1.4562,0.0022,1.0679,0.9315,0.1364,-1.0138,-0.984,0.0298,1.2697,1.0523,0.2174,0.8654,0.7103,0.1551,0.0415,-0.1722,0.2137
9576,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009576.jpg,-0.0653,0.1659,0.2312,-0.9052,-0.8663,0.0389,-1.718,-1.7333,0.0153,-0.9943,-0.9268,0.0675,-0.5503,-0.5167,0.0336,-0.4086,-0.3574,0.0512,-0.8168,-0.6557,0.1611
9577,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009577.jpg,2.0309,1.7355,0.2954,-0.6794,-0.604,0.0754,-0.4653,-0.47,0.0047,-1.0138,-0.8314,0.1824,0.5303,0.5967,0.0664,-1.682,-1.8229,0.1409,-0.9539,-1.218,0.2641
9578,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009578.jpg,0.676,0.6546,0.0214,-0.8091,-0.884,0.0749,0.7687,0.8613,0.0926,-1.0138,-1.0313,0.0175,0.196,0.1577,0.0383,-0.5039,0.1163,0.6202,0.8763,1.8992,1.0229
9582,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009582.jpg,0.6459,0.5765,0.0694,0.1705,0.1268,0.0437,0.6565,0.8968,0.2403,-0.6667,-0.7334,0.0667,0.3584,0.4256,0.0672,-1.3142,-1.2035,0.1107,-0.6973,-0.8068,0.1095
9584,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009584.jpg,-0.0307,-0.0532,0.0225,-0.9128,-0.9968,0.084,1.2362,1.0832,0.153,-1.0138,-1.0657,0.0519,-0.1079,-0.0661,0.0418,1.4739,1.239,0.2349,-0.0099,-0.3574,0.3475
9585,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009585.jpg,-0.747,-0.5526,0.1944,-0.657,-0.7151,0.0581,0.7313,0.7755,0.0442,-0.1962,-0.3719,0.1757,0.3438,0.4254,0.0816,1.454,1.2494,0.2046,-0.6292,-0.6481,0.0189
9586,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009586.jpg,-0.7507,-0.2912,0.4595,1.9522,1.9694,0.0172,-0.1942,-0.3101,0.1159,-1.0138,-1.0449,0.0311,0.1674,0.0746,0.0928,0.6011,0.5292,0.0719,0.9235,0.4067,0.5168
9590,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009590.jpg,-0.0303,-0.2763,0.246,-0.2159,-0.2467,0.0308,-0.0072,0.191,0.1982,-0.9384,-0.8343,0.1041,0.3729,0.3311,0.0418,-0.111,0.0001,0.1111,-0.3868,-0.3939,0.0071
9591,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009591.jpg,-0.8397,-0.7436,0.0961,-0.0882,-0.1746,0.0864,-2.8772,-3.1699,0.2927,1.1921,1.0345,0.1576,1.9083,1.866,0.0423,-0.1357,-0.0688,0.0669,-0.7885,-0.8393,0.0508
9595,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009595.jpg,0.6889,0.6501,0.0388,0.0479,-0.1429,0.1908,-2.8211,-3.3736,0.5525,-1.0138,-0.926,0.0878,0.8332,0.7575,0.0757,-0.1843,-0.0929,0.0914,0.5176,0.2129,0.3047
9596,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009596.jpg,-2.1919,-1.8228,0.3691,-0.3779,-0.5278,0.1499,0.4696,0.4329,0.0367,1.033,1.1053,0.0723,-0.339,-0.311,0.028,-0.0652,-0.0912,0.026,0.3839,0.5394,0.1555
9603,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009603.jpg,1.134,1.1977,0.0637,0.0321,-0.3031,0.3352,-0.7457,-0.354,0.3917,-1.0138,-0.703,0.3108,3.5626,3.5899,0.0273,-1.2476,-0.9802,0.2674,-0.3755,0.7099,1.0854
9604,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009604.jpg,1.3781,0.4706,0.9075,0.7806,1.0507,0.2701,-0.6896,-0.5583,0.1313,-0.8311,-0.8922,0.0611,-0.5473,-0.521,0.0263,1.2167,1.0517,0.165,-0.3589,-0.0479,0.311
9606,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009606.jpg,0.6897,0.5622,0.1275,0.958,0.913,0.045,-2.1854,-2.2149,0.0295,1.4936,1.6892,0.1956,-0.5217,-0.6622,0.1405,0.5375,0.5356,0.0019,2.0181,2.0503,0.0322
9608,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009608.jpg,-0.095,0.0097,0.1047,-1.0369,-0.9668,0.0701,0.9837,0.9835,0.0002,0.249,0.5004,0.2514,-0.2341,-0.2296,0.0045,0.7461,0.697,0.0491,-0.7489,-0.5204,0.2285
9609,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009609.jpg,1.3753,1.4967,0.1214,-0.2521,-0.2405,0.0116,-0.5962,-0.6745,0.0783,1.2165,1.1721,0.0444,-0.4306,-0.4036,0.027,-0.0006,0.1014,0.102,3.8259,2.8923,0.9336
9610,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009610.jpg,0.6744,0.8405,0.1661,1.4342,1.3212,0.113,-0.4279,-0.2628,0.1651,-1.0138,-0.9361,0.0777,-0.7567,-0.5858,0.1709,0.9421,0.9923,0.0502,-0.7001,-0.5529,0.1472
9615,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009615.jpg,-0.8058,-1.0167,0.2109,2.0592,2.1035,0.0443,1.0024,1.0264,0.024,-1.0138,-1.0462,0.0324,1.2867,1.2859,0.0008,0.8087,0.6957,0.113,-0.4512,-0.2436,0.2076
9618,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009618.jpg,-0.747,-0.5051,0.2419,1.3895,1.2337,0.1558,-0.6335,-0.8459,0.2124,1.4173,1.6247,0.2074,0.3728,0.4881,0.1153,-0.2537,-0.4051,0.1514,0.1525,-0.1236,0.2761
9620,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009620.jpg,1.4102,1.7671,0.3569,1.4951,1.5327,0.0376,-1.7554,-1.7105,0.0449,-1.0138,-0.9217,0.0921,-0.6702,-0.7491,0.0789,0.0574,0.216,0.1586,0.0751,-0.0412,0.1163
9621,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009621.jpg,-0.7507,-0.8118,0.0611,-1.0422,-1.0822,0.04,0.909,1.0626,0.1536,-1.0138,-0.9471,0.0667,0.8889,1.0929,0.204,1.3061,1.0095,0.2966,0.8251,0.9994,0.1743
9622,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009622.jpg,-0.0298,-0.1478,0.118,-1.1788,-1.0744,0.1044,0.2826,0.048,0.2346,-1.0138,-0.5495,0.4643,-0.3363,-0.2995,0.0368,1.3333,1.1891,0.1442,-0.6324,-0.2139,0.4185
9623,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009623.jpg,0.676,0.7718,0.0958,-1.1304,-1.173,0.0426,-0.8579,-0.9044,0.0465,1.0107,1.0358,0.0251,-0.3382,-0.4534,0.1152,0.2172,0.3625,0.1453,1.1905,1.0104,0.1801
9625,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009625.jpg,-1.4717,-1.3037,0.168,-0.0725,-0.0478,0.0247,0.6659,0.5323,0.1336,0.7068,0.7985,0.0917,-0.9276,-0.8442,0.0834,1.4223,1.3312,0.0911,-0.8608,-1.0691,0.2083
9626,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009626.jpg,-0.0808,0.2237,0.3045,-0.7516,-0.9841,0.2325,0.3293,0.3015,0.0278,-0.9296,-0.9292,0.0004,0.3689,0.3807,0.0118,1.1442,0.8912,0.253,-0.2062,0.1478,0.354
9627,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009627.jpg,-0.7507,-0.6224,0.1283,1.164,1.1207,0.0433,0.4883,0.1051,0.3832,-0.1713,-0.0024,0.1689,-0.4122,-0.561,0.1488,1.2076,0.7297,0.4779,2.2017,0.9339,1.2678
9628,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009628.jpg,-0.7866,-1.013,0.2264,-0.3389,-0.341,0.0021,-0.727,-0.4551,0.2719,1.1868,1.1186,0.0682,-0.5326,-0.6354,0.1028,0.4323,0.3795,0.0528,0.0058,0.0923,0.0865
9631,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009631.jpg,-0.7632,-0.3885,0.3747,2.6065,2.6884,0.0819,-2.4659,-2.7271,0.2612,-0.9952,-1.179,0.1838,-0.5324,-0.5686,0.0362,1.0234,0.9191,0.1043,-0.8148,-0.6204,0.1944
