,img_no,img_path,hairstyle_score
3784,11943,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011943.jpg,0.5333
3785,11946,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011946.jpg,-0.0774
3786,11949,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011949.jpg,-1.0763
3787,11950,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011950.jpg,-0.0496
3788,11952,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011952.jpg,-0.6663
3789,11953,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011953.jpg,0.2959
3790,11954,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011954.jpg,-0.8453
3791,11956,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011956.jpg,0.6419
3792,11957,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011957.jpg,-0.6637
3793,11964,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011964.jpg,0.2122
3794,11965,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011965.jpg,0.1195
3795,11967,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011967.jpg,-0.8949
3796,11968,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011968.jpg,1.4825
3797,11969,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011969.jpg,0.1542
3798,11970,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011970.jpg,-0.3551
3799,11971,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011971.jpg,-1.0697
3800,11972,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011972.jpg,-0.9369
3801,11973,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011973.jpg,0.2839
3802,11975,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011975.jpg,-0.1972
3803,11978,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011978.jpg,0.0191
3804,11981,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011981.jpg,0.1195
3805,11986,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011986.jpg,-1.0244
3806,11989,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011989.jpg,-0.5237
3807,11992,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011992.jpg,0.1766
3808,11997,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011997.jpg,-0.5749
3809,11998,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011998.jpg,-0.9144
3810,11999,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011999.jpg,-1.0249
3811,12001,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012001.jpg,-0.6322
3812,12003,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012003.jpg,-0.4017
3813,12004,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012004.jpg,0.4586
3814,12005,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012005.jpg,-1.0175
3815,12007,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012007.jpg,-0.0444
3816,12008,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012008.jpg,0.6809
3817,12014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012014.jpg,-0.4509
3818,12019,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012019.jpg,-0.1932
3819,12023,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012023.jpg,-0.9408
3820,12024,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012024.jpg,0.944
3821,12025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012025.jpg,0.997
3822,12028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012028.jpg,-0.2347
3823,12029,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012029.jpg,0.4953
3824,12032,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012032.jpg,-0.1705
3825,12033,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012033.jpg,0.9403
3826,12034,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012034.jpg,0.7676
3827,12035,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012035.jpg,0.9804
3828,12036,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012036.jpg,-0.5924
3829,12045,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012045.jpg,1.3269
3830,12047,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012047.jpg,1.2282
3831,12051,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012051.jpg,-0.7108
3832,12055,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012055.jpg,0.4193
3833,12058,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012058.jpg,-0.4972
3834,12061,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012061.jpg,-1.3962
3835,12062,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012062.jpg,0.9481
3836,12063,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012063.jpg,-0.4568
3837,12064,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012064.jpg,-0.7805
3838,12069,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012069.jpg,0.3532
3839,12071,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012071.jpg,0.2321
3840,12073,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012073.jpg,0.5384
3841,12074,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012074.jpg,-0.2241
3842,12075,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012075.jpg,0.2156
3843,12086,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012086.jpg,-0.1711
3844,12091,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012091.jpg,-0.3393
3845,12092,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012092.jpg,0.4268
3846,12094,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012094.jpg,1.6262
3847,12097,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012097.jpg,0.0751
3848,12099,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012099.jpg,0.2119
3849,12108,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012108.jpg,-0.0992
3850,12110,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012110.jpg,0.2796
3851,12112,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012112.jpg,0.2988
3852,12123,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012123.jpg,1.134
3853,12127,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012127.jpg,-0.4494
3854,12131,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012131.jpg,-0.8763
3855,12133,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012133.jpg,0.4111
3856,12137,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012137.jpg,0.4035
3857,12138,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012138.jpg,-0.0216
3858,12142,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012142.jpg,-1.0918
3859,12143,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012143.jpg,0.1324
3860,12146,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012146.jpg,0.6046
3861,12148,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012148.jpg,1.0597
3862,12149,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012149.jpg,-0.164
3863,12154,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012154.jpg,0.376
3864,12155,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012155.jpg,0.1195
3865,12159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012159.jpg,-0.371
3866,12161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012161.jpg,0.1167
3867,12162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012162.jpg,-0.9967
3868,12166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012166.jpg,-0.7256
3869,12173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012173.jpg,-0.4242
3870,12174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012174.jpg,-1.8388
3871,12175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012175.jpg,-0.2914
3872,12176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012176.jpg,0.2395
3873,12177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012177.jpg,0.1195
3874,12181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012181.jpg,-0.165
3875,12185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012185.jpg,0.1195
3876,12186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012186.jpg,0.2592
3877,12190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012190.jpg,-0.0506
3878,12191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012191.jpg,0.1791
3879,12194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012194.jpg,0.4494
3880,12198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012198.jpg,-0.614
3881,12203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012203.jpg,0.2103
3882,12206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012206.jpg,-0.0657
3883,12207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012207.jpg,0.2491
3884,12209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012209.jpg,-0.2379
3885,12210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012210.jpg,-0.1444
3886,12216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012216.jpg,0.6465
3887,12217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012217.jpg,-0.0331
3888,12220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012220.jpg,-0.3675
3889,12221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012221.jpg,0.0029
3890,12223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012223.jpg,-1.0363
3891,12225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012225.jpg,-0.2997
3892,12228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012228.jpg,-0.4379
3893,12230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012230.jpg,-0.0504
3894,12234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012234.jpg,0.3788
3895,12236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012236.jpg,-0.4642
3896,12238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012238.jpg,0.7899
3897,12245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012245.jpg,-0.0163
3898,12246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012246.jpg,-0.989
3899,12250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012250.jpg,4.1253
3900,12251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012251.jpg,-0.9517
3901,12255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012255.jpg,-0.8934
3902,12258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012258.jpg,-1.5439
3903,12259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012259.jpg,-0.6026
3904,12267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012267.jpg,1.1133
3905,12270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012270.jpg,0.1785
3906,12275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012275.jpg,-0.288
3907,12279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012279.jpg,-0.0536
3908,12282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012282.jpg,-0.6911
3909,12289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012289.jpg,0.3048
3910,12290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012290.jpg,-0.5199
3911,12296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012296.jpg,0.1393
3912,12307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012307.jpg,-0.1872
3913,12310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012310.jpg,-0.5354
3914,12312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012312.jpg,1.465
3915,12313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012313.jpg,0.4094
3916,12314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012314.jpg,0.115
3917,12316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012316.jpg,-0.0256
3918,12324,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012324.jpg,0.0843
3919,12325,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012325.jpg,-0.5589
3920,12327,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012327.jpg,-0.0031
3921,12328,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012328.jpg,1.2971
3922,12329,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012329.jpg,0.2638
3923,12331,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012331.jpg,1.9727
3924,12336,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012336.jpg,-0.2281
3925,12338,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012338.jpg,-1.6969
3926,12339,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012339.jpg,-0.3299
3927,12345,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012345.jpg,0.1195
3928,12348,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012348.jpg,-0.6383
3929,12349,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012349.jpg,-1.0908
3930,12350,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012350.jpg,1.0061
3931,12354,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012354.jpg,-0.7583
3932,12355,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012355.jpg,-1.2227
3933,12356,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012356.jpg,0.2178
3934,12359,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012359.jpg,0.4004
3935,12361,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012361.jpg,-0.1906
3936,12362,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012362.jpg,-1.2571
3937,12366,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012366.jpg,0.3812
3938,12367,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012367.jpg,-1.1041
3939,12378,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012378.jpg,-0.8422
3940,12380,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012380.jpg,-0.4524
3941,12382,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012382.jpg,-1.6588
3942,12383,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/012383.jpg,1.0211
