img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
8759,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008759.jpg,0.8833,-0.9237,1.008,-1.0181,-0.5983,0.1333,-0.5012
8761,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008761.jpg,0.7506,0.9289,0.5689,-0.1978,-0.6413,-0.3693,-0.2695
8763,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008763.jpg,0.0397,-1.0478,0.7788,-0.9778,0.2669,-0.9769,-0.3428
8765,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008765.jpg,0.0022,-0.9377,0.551,1.1876,0.4541,-0.4781,0.2416
8766,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008766.jpg,-0.4968,-0.2404,-2.4769,2.7346,-1.7567,-0.6303,1.3493
8770,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008770.jpg,1.4626,-0.69,0.1219,-0.2103,5.6549,1.1132,-0.6038
8775,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008775.jpg,-1.1645,0.3815,-0.6418,1.7513,-0.6063,-0.0393,-0.937
8776,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008776.jpg,-0.3417,1.9719,0.4395,-0.8331,-0.4373,-1.2145,-0.2182
8777,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008777.jpg,-0.3466,3.334,0.2135,-0.9806,0.1287,-0.0342,0.9928
8778,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008778.jpg,0.4441,1.9209,-1.0955,-0.969,-0.5181,-0.3932,1.7501
8779,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008779.jpg,-0.4564,1.6165,0.7143,1.8654,-0.6175,1.0976,-0.1059
8780,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008780.jpg,-0.1789,-1.1332,0.2128,0.1839,0.0151,0.5133,-0.6281
8781,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008781.jpg,-0.1228,-0.6702,0.5934,-1.0405,0.0181,-0.4967,0.5114
8783,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008783.jpg,0.5136,-0.7553,0.2882,-0.9422,-0.1233,-0.2667,1.264
8784,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008784.jpg,1.3821,-1.0805,0.3127,-1.0565,-0.2869,0.6666,0.0499
8786,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008786.jpg,0.4626,-1.0917,0.5386,-1.053,-0.4846,0.9805,-0.5756
8787,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008787.jpg,-0.7042,-1.1727,0.6806,1.4278,-0.0335,0.1269,1.3415
8788,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008788.jpg,-0.5295,-0.0486,0.2536,-1.0651,-0.4138,-1.0789,0.1687
8789,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008789.jpg,-0.1496,-1.2803,1.4038,-0.7132,0.2823,-0.9615,-0.5813
8791,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008791.jpg,1.6772,0.0685,0.4038,-0.9036,-0.4709,1.9315,-0.8646
8792,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008792.jpg,0.1855,0.6646,1.2338,-0.8478,2.3232,1.4381,-1.2811
8794,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008794.jpg,-0.5312,0.9898,0.5539,-0.2713,-0.8569,0.9742,0.2378
8798,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008798.jpg,-0.2117,-0.6412,0.957,1.3384,-0.3338,0.3499,1.8535
8799,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008799.jpg,-2.0147,1.2258,0.3633,0.6667,-0.4452,1.629,-0.5331
8802,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008802.jpg,1.1452,0.3952,0.6934,0.6594,-0.6075,-1.7114,-0.6838
8803,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008803.jpg,0.6312,-0.4023,-0.2771,-0.9428,-0.6572,0.5032,-0.7051
8804,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008804.jpg,-0.1632,-0.4709,0.4224,1.9365,-0.4375,-1.5123,0.9223
8806,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008806.jpg,1.1468,-0.4477,-0.0848,-0.9723,-0.4172,-0.0032,-0.6259
8810,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008810.jpg,0.0606,1.5231,0.5073,1.2322,0.8972,1.3785,-0.6209
8811,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008811.jpg,-0.5723,-0.9336,0.4862,1.5432,1.1423,0.7187,-0.153
8815,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008815.jpg,-0.7161,-0.0671,0.4645,1.1024,-0.4179,1.5759,-1.0562
8816,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008816.jpg,0.3703,-0.7781,0.2842,-0.6956,5.0843,-1.3137,-0.459
8817,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008817.jpg,0.4163,-0.8539,0.273,-0.9611,0.2818,0.7034,0.025
8818,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008818.jpg,1.2357,0.2786,0.8238,-1.0018,-0.5308,0.9548,1.3014
8819,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008819.jpg,-0.0076,-1.0149,0.6761,-0.9882,4.6711,-1.1825,-0.5634
8821,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008821.jpg,-0.7118,-1.0316,0.6144,0.6322,-0.6587,-1.3534,-0.7395
8822,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008822.jpg,-0.2372,0.7866,0.3658,-1.0551,-0.6017,-0.0089,0.1009
8825,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008825.jpg,0.5631,0.4615,-0.5651,-0.818,-0.3942,1.1728,1.3546
8829,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008829.jpg,-2.1391,1.1933,-1.2917,-0.9489,0.8383,1.1676,0.0403
8831,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008831.jpg,1.3333,-0.3136,0.7121,-0.4742,-1.0337,0.8518,-0.6966
8832,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008832.jpg,-0.3334,1.7769,-1.1703,-0.9273,-1e-04,0.3341,0.5981
8836,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008836.jpg,-0.5964,-1.1291,0.4402,0.4777,-0.4316,0.7532,-0.8856
8837,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008837.jpg,-1.3433,1.1671,0.7897,0.8516,0.2429,-0.5991,1.3218
8838,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008838.jpg,-0.7174,-0.2588,0.1793,1.243,0.0875,-1.2171,-0.1297
8840,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008840.jpg,-0.5409,-0.4403,0.57,0.866,0.2351,1.216,-0.6566
8843,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008843.jpg,0.913,-0.6905,-2.6621,-0.8047,-0.5078,0.716,-0.0078
8844,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008844.jpg,0.2754,-0.5121,0.7564,-0.9978,-0.5099,1.1894,-1.0194
8846,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008846.jpg,-0.8672,-0.2654,0.3288,1.8408,-0.8279,0.5771,0.7687
8848,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008848.jpg,-0.1481,-0.1763,0.3736,1.5714,-0.3804,-1.6334,-0.9524
8849,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008849.jpg,0.1673,0.5128,-0.3454,1.6861,-0.6884,-0.2418,1.1351
8850,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008850.jpg,-1.6969,1.6563,0.0951,0.8654,-0.5339,-1.8735,-0.3643
8851,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008851.jpg,-1.0752,-0.1298,1.1574,-0.2746,-0.7689,-0.1218,-0.8518
8853,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008853.jpg,-0.3651,-0.5883,0.1333,-0.8795,-0.1616,1.4877,-0.8913
8854,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008854.jpg,0.0644,-0.5954,0.3254,1.4239,0.4374,1.1468,0.4938
8855,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008855.jpg,-1.9423,-0.8339,0.686,1.3364,-0.6352,-0.3707,-0.5521
8857,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008857.jpg,-0.7482,2.0254,0.181,1.2775,-0.5672,1.1683,-0.7889
8858,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008858.jpg,-0.3659,-0.3203,0.0444,-0.1583,0.1038,1.3183,-0.8257
8859,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008859.jpg,0.4344,0.1887,0.64,-0.389,-0.7991,-0.8129,-0.1109
8863,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008863.jpg,0.2146,0.348,-1.3068,-1.1358,-0.5577,-0.9372,1.0501
8865,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008865.jpg,0.654,-1.0962,-0.8328,-0.8436,0.1521,-1.8571,-0.2831
8866,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008866.jpg,0.4345,1.5197,0.6192,-0.5272,-0.2362,-0.7136,-0.817
8867,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008867.jpg,0.3692,-0.8586,0.3235,-0.9946,2.6834,0.5095,-0.0778
8868,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008868.jpg,0.6852,-0.539,-0.6555,-1.147,-0.3776,0.5146,2.2832
8869,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008869.jpg,0.6083,-0.3995,-0.6182,0.8522,4.1099,-0.2808,-0.5651
8870,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008870.jpg,1.1975,-0.0999,0.504,-0.7562,0.0617,1.1148,-0.7433
8873,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008873.jpg,0.0411,1.0906,-0.8145,1.459,-0.0838,-0.9744,0.0357
8874,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008874.jpg,-1.7664,0.5056,0.2534,-1.052,0.2562,1.5255,0.349
8877,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008877.jpg,-0.0038,-0.399,0.2561,-0.8083,-0.3227,0.8855,-0.3459
8878,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008878.jpg,-0.4179,-1.0781,0.147,1.2156,0.1408,-0.6879,-1.0912
8879,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008879.jpg,-0.6128,-0.3655,-2.0827,1.1664,-0.3122,-0.1663,-0.5839
8885,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008885.jpg,0.8367,-1.5349,-0.5762,1.1766,-0.0577,-0.3513,-0.3547
8886,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008886.jpg,1.7121,-1.6133,-0.2513,-0.0414,-0.4305,0.1071,-0.9063
8889,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008889.jpg,0.133,0.4806,0.6804,-0.4672,-0.5359,-0.706,-0.5795
8891,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008891.jpg,0.7146,-0.832,0.6472,-0.027,-0.5032,0.0402,-0.1511
8893,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008893.jpg,-0.2229,-0.3883,0.6576,-0.5614,-0.3859,0.9776,2.2961
8894,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008894.jpg,-1.3121,-0.9631,-1.2243,0.7511,0.7573,0.0828,0.9429
8896,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008896.jpg,-0.9415,-0.3154,-2.4493,0.7317,-0.2331,-0.3289,1.1625
8899,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008899.jpg,-0.2049,-0.8131,1.0284,0.415,-0.4456,1.1816,-1.007
8900,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008900.jpg,-1.4764,-0.9043,0.8953,-0.4397,-0.5425,-1.3096,-0.672
8902,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008902.jpg,0.4588,-0.1076,0.4439,-0.8999,0.1895,0.4294,-0.6435
8903,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008903.jpg,-0.8519,-0.724,0.2632,0.1071,-1.0195,0.6461,-0.4672
8906,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008906.jpg,0.7977,-0.3957,-0.6503,-1.0243,-0.4439,-0.1154,2.7042
8909,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008909.jpg,-1.6707,-0.4639,-0.9973,-0.9653,-0.0985,1.3651,-0.9053
8913,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008913.jpg,-0.1635,0.1405,0.3333,-0.2386,-0.9614,-1.0535,-0.4995
8914,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008914.jpg,0.5798,-0.9352,-0.0503,1.4262,0.7464,-0.2174,0.6746
8918,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008918.jpg,-0.1336,0.2039,-2.6622,0.3191,-1.0307,-0.0729,-0.6828
8922,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008922.jpg,-0.4236,-0.2204,0.499,-0.8463,-0.5422,-1.0264,-0.0872
8923,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008923.jpg,-0.8412,-0.6349,0.5743,1.633,-1.0433,-1.2459,3.245
8924,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008924.jpg,0.6254,-1.205,0.8887,0.5571,-0.8059,0.6631,-0.6683
8927,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008927.jpg,0.5796,-1.2895,-0.1687,-0.4395,-0.0729,-1.6066,-0.2616
8928,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008928.jpg,-0.1215,-0.5118,-1.2993,1.0432,-0.334,-0.6442,0.9093
8929,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008929.jpg,1.1656,-0.509,0.7182,-0.9509,-0.4091,1.2977,-1.1095
8930,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008930.jpg,0.0047,-1.1727,0.7198,0.8721,1.216,-1.4481,-0.7131
8931,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008931.jpg,-1.4355,0.0833,0.0553,1.3171,0.0485,-1.1608,-0.6644
8934,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008934.jpg,-0.135,1.0856,0.6216,1.4262,-0.1684,-1.0776,-0.3956
8936,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008936.jpg,0.0144,-1.2487,-0.5804,-0.9553,-0.443,-1.5498,-0.5748
8937,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008937.jpg,-0.2125,-0.918,0.4574,0.2244,0.3984,-0.3769,-0.145
8938,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008938.jpg,0.2023,-0.709,0.4627,-0.9544,-0.3737,1.2292,-1.1424
8939,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008939.jpg,0.8176,1.6387,-0.9994,-0.9312,-0.392,0.2277,-0.5038
8941,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008941.jpg,-0.0114,-0.6407,1.2905,0.7914,0.577,-0.6878,1.6157
8942,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008942.jpg,-0.8172,0.3736,0.7384,1.2315,1.2157,-0.9761,-0.2426
8943,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008943.jpg,-0.0241,-1.0891,-0.0016,-0.9078,0.01,0.6453,-0.79
8944,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008944.jpg,0.1602,-0.2018,-0.2337,-0.1357,-0.3043,1.6295,-1.0696
8945,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008945.jpg,1.2771,0.8014,-0.3644,-1.0556,-0.3402,1.6378,-0.7999
8949,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008949.jpg,0.2417,1.572,-0.0063,-0.7141,-0.3413,1.4651,-0.8706
8950,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008950.jpg,-0.9002,1.4311,0.7713,1.4021,0.8426,-1.2035,-0.3303
8954,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008954.jpg,-0.7887,-0.8442,0.2255,-1.0763,0.8994,-1.3439,-0.0896
8957,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008957.jpg,-0.0571,-1.2964,0.9024,1.2239,-0.2987,0.5651,1.483
8959,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008959.jpg,0.0162,-1.0289,-2.4796,0.8648,-0.5785,0.8895,1.203
8963,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008963.jpg,0.2422,-0.3119,0.5193,-0.915,-0.4559,0.0349,-0.3329
8965,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008965.jpg,-0.0749,1.1818,0.6885,-0.101,-0.6296,-0.704,-0.4872
8966,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008966.jpg,-0.5496,-0.8223,-0.8729,1.5565,1.6991,0.0728,0.5893
8968,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008968.jpg,-1.8998,-1.3639,-2.4829,-0.8575,-0.9823,-1.8115,-0.5144
8970,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008970.jpg,-1.6036,-0.5244,0.7985,0.9375,0.6955,-0.1968,-0.227
8972,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008972.jpg,0.68,-1.0752,-0.979,0.3214,-0.3536,-0.9741,-0.1309
8974,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008974.jpg,0.8346,0.3469,-0.3744,-1.1338,-0.7804,-0.3201,2.2704
